diagnosis_type	diagnosis_code	diagnosis_description	icd9cm	icd10cm	flags
ICD9	813.82	FRACTURE OF UNSPECIFIED PART OF ULNA (ALONE), CLOSED	81382	S5290XA	10000
ICD9	823.12	OPEN FRACTURE OF UPPER END OF FIBULA WITH TIBIA	82312	S82831B	10112
ICD9	811.10	OPEN FRACTURE OF SCAPULA, UNSPECIFIED PART	81110	S42109B	10000
ICD9	V76.49	SCREENING FOR MALIGNANT NEOPLASMS OF OTHER SITES	V7649	Z1289	10000
ICD9	649.02	Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication	64902	O99335	10000
ICD9	112.85	CANDIDAL ENTERITIS	11285	B3782	00000
ICD9	945.34	FULL-THICKNESS SKIN LOSS DUE TO BURN [THIRD DEGREE NOS] OF LOWER LEG	94534	T24339A	10000
ICD9	312.82	CONDUCT DISORDER, ADOLESCENT ONSET TYPE	31282	F912	10000
ICD9	410.30	ACUTE MYOCARDIAL INFARCTION, OF INFEROPOSTERIOR WALL, EPISODE OF CARE UNSPECIFIED	41030	I2111	10000
ICD9	523.41	Chronic periodontitis, localized	52341	K05313	10000
ICD9	477.8	ALLERGIC RHINITIS DUE TO OTHER ALLERGEN	4778	J3089	10000
ICD9	716.96	ARTHROPATHY UNSPECIFIED, INVOLVING LOWER LEG	71696	M129	10000
ICD9	530.11	REFLUX ESOPHAGITIS	53011	K210	00000
ICD9	998.11	HEMORRHAGE COMPLICATING A PROCEDURE	99811	L7622	10000
ICD9	841.1	ULNAR COLLATERAL LIGAMENT SPRAIN	8411	S53449A	10000
ICD9	V54.12	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER ARM	V5412	S59149D	10000
ICD9	E007.4	Activities Involving Lacrosse and Field Hockey	E0074	Y9365	00000
ICD9	385.82	CHOLESTERIN GRANULOMA OF MIDDLE EAR	38582	H748X9	10000
ICD9	998.11	HEMORRHAGE COMPLICATING A PROCEDURE	99811	K9161	10000
ICD9	143.9	MALIGNANT NEOPLASM OF GUM, UNSPECIFIED	1439	C039	10000
ICD9	V54.12	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER ARM	V5412	S52691D	10000
ICD9	038.49	OTHER SEPTICEMIA DUE TO GRAM-NEGATIVE ORGANISMS	03849	A4159	10000
ICD9	646.62	Infections of genitourinary tract in pregnancy, delivered, with mention of postpartum complication	64662	O2391	10000
ICD9	537.9	UNSPECIFIED DISORDER OF STOMACH AND DUODENUM	5379	K319	10000
ICD9	802.33	CORONOID PROCESS OF MANDIBLE OPEN FRACTURE	80233	S02632B	10000
ICD9	764.06	'LIGHT-FOR-DATES' WITHOUT MENTION OF FETAL MALNUTRITION, 1,500- 1,749	76406	P0506	10000
ICD9	962.9	POISONING BY OTHER AND UNSPECIFIED HORMONES AND SYNTHETIC SUBSTITUTES	9629	T38993A	10000
ICD9	482.49	OTHER STAPHYLOCOCCUS PNEUMONIA	48249	J1529	00000
ICD9	362.9	UNSPECIFIED RETINAL DISORDER	3629	H359	00000
ICD9	255.41	Glucocorticoid deficiency	25541	E271	10000
ICD9	747.39	Other Anomalies of Pulmonary Artery and Pulmonary Circulation	74739	Q2579	10000
ICD9	474.9	UNSPECIFIED CHRONIC DISEASE OF TONSILS AND ADENOIDS	4749	J359	00000
ICD9	823.82	CLOSED FRACTURE OF UNSPECIFIED PART OF FIBULA WITH TIBIA	82382	S82202A	10121
ICD9	808.2	CLOSED FRACTURE OF PUBIS	8082	S32509A	10000
ICD9	806.02	CLOSED FRACTURE OF C(1)-C(4) LEVEL WITH ANTERIOR CORD SYNDROME	80602	S14131A	10111
ICD9	365.11	PRIMARY OPEN ANGLE GLAUCOMA	36511	H401190	10000
ICD9	362.52	EXUDATIVE SENILE MACULAR DEGENERATION OF RETINA	36252	H353221	10000
ICD9	680.2	CARBUNCLE AND FURUNCLE OF TRUNK	6802	L02234	10000
ICD9	983.9	TOXIC EFFECT OF CAUSTIC, UNSPECIFIED	9839	T541X2A	10000
ICD9	296.80	Bipolar disorder, unspecified	29680	F319	10000
ICD9	V61.03	Family disruption due to divorce or legal separation	V6103	Z635	10000
ICD9	079.9	UNSPECIFIED VIRAL AND CHLAMYDIAL INFECTION IN CONDITIONS CLASSIFIED ELSEWHERE AND OF UNSPECIFIED SITE	07999	B9789	10000
ICD9	011.00	TUBERCULOSIS OF LUNG, INFILTRATIVE, UNSPECIFIED EXAMINATION	01100	A150	10000
ICD9	806.03	CLOSED FRACTURE OF C(1)-C(4) LEVEL WITH CENTRAL CORD SYNDROME	80603	S14121A	10111
ICD9	969.03	Poisoning by Selective Serotonin Reuptake Inhibitors	96903	T43221A	10000
ICD9	446.5	GIANT CELL ARTERITIS	4465	M316	10000
ICD9	032.89	OTHER SPECIFIED DIPHTHERIA	03289	A3689	10000
ICD9	372.10	CHRONIC CONJUNCTIVITIS, UNSPECIFIED	37210	H10409	10000
ICD9	671.53	Other phlebitis and thrombosis in pregnancy and the puerperium, antepartum condition or complication	67153	O2292	10000
ICD9	474.8	OTHER CHRONIC DISEASE OF TONSILS AND ADENOIDS	4748	J358	10000
ICD9	800.21	CLOSED FRACTURE OF VAULT OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH NO LOSS OF CONSCIOUSNESS	80021	S020XXA	10111
ICD9	202.80	OTHER MALIGNANT LYMPHOMAS, UNSPECIFIED SITE, EXTRANODAL AND SOLID ORGAN SITES	20280	C8589	10000
ICD9	935.1	FOREIGN BODY IN ESOPHAGUS	9351	T18120A	10000
ICD9	345.8	Other forms of epilepsy and recurrent seizures	34580	G40509	10000
ICD9	658.43	Infection of amniotic cavity, antepartum condition or complication	65843	O411220	10000
ICD9	V54.12	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER ARM	V5412	S52041D	10000
ICD9	785.2	UNDIAGNOSED CARDIAC MURMURS	7852	R011	10000
ICD9	803.31	OTHER CLOSED SKULL FRACTURE WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH NO LOSS OF CONSCIOUSNESS	80331	S0291XA	10111
ICD9	861.32	LACERATION OF LUNG WITH OPEN WOUND INTO THORAX	86132	S21309A	10112
ICD9	287.2	OTHER NONTHROMBOCYTOPENIC PURPURAS	2872	D692	00000
ICD9	V85.53	Body Mass Index, pediatric, 85th percentile to less than 95th percentile for age	V8553	Z6853	00000
ICD9	972.2	POISONING BY ANTILIPEMIC AND ANTIARTERIOSCLEROTIC DRUGS	9722	T466X1A	10000
ICD9	375.22	EPIPHORA DUE TO INSUFFICIENT DRAINAGE	37522	H04229	10000
ICD9	202.91	OTHER AND UNSPECIFIED MALIGNANT NEOPLASMS OF LYMPHOID AND HISTIOCYTIC TISSUE INVOLVING LYMPH NODES OF HEAD, FACE, AND NECK	20291	C96Z	10000
ICD9	904.40	INJURY TO POPLITEAL VESSEL(S), UNSPECIFIED	90440	S85009A	10000
ICD9	V54.17	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF VERTEBRAE	V5417	S22011D	10000
ICD9	367.4	PRESBYOPIA	3674	H524	00000
ICD9	770.17	Other fetal and newborn aspiration without respiratory symptoms	77017	P2480	00000
ICD9	V54.12	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER ARM	V5412	S59212D	10000
ICD9	172.2	MALIGNANT MELANOMA OF SKIN OF EAR AND EXTERNAL AUDITORY CANAL	1722	D0320	10000
ICD9	794.10	NONSPECIFIC ABNORMAL RESPONSE TO UNSPECIFIED NERVE STIMULATION	79410	R94130	00000
ICD9	V17.8	FAMILY HISTORY OF OTHER MUSCULOSKELETAL DISEASES	V1789	Z8269	00000
ICD9	637.81	UNSPECIFIED ABORTION, INCOMPLETE, WITH UNSPECIFIED COMPLICATION	63781	O0480	10000
ICD9	666.02	Third-stage postpartum hemorrhage, delivered, with mention of postpartum complication	66602	O43211	10112
ICD9	701.9	UNSPECIFIED HYPERTROPHIC AND ATROPHIC CONDITIONS OF SKIN	7019	L987	10000
ICD9	204.02	Acute lymphoid leukemia in relapse	20402	C9102	00000
ICD9	012.86	OTHER SPECIFIED RESPIRATORY TUBERCULOSIS, TUBERCLE BACILLI NOT FOUND BY BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION, BUT TUBERCULOSIS CONFIRMED BY OTHER METHODS [INOCULATION OF ANIMALS]	01286	A158	10000
ICD9	941.13	ERYTHEMA DUE TO BURN [FIRST DEGREE] OF LIP(S)	94113	T2012XA	10000
ICD9	414.0	CORONARY ATHEROSCLEROSIS	41400	I2510	10000
ICD9	729.91	Post-traumatic seroma	72991	M7098	10000
ICD9	344.3	MONOPLEGIA OF LOWER LIMB	34430	G8310	10000
ICD9	805.02	Closed fracture of second cervical vertebra, without mention of spinal cord injury	80502	S12101A	10000
ICD9	524.51	Abnormal jaw closure	52451	M2651	00000
ICD9	330.9	UNSPECIFIED CEREBRAL DEGENERATION IN CHILDHOOD	3309	G319	10000
ICD9	208.02	Acute leukemia of unspecified cell type in relapse	20802	C9502	00000
ICD9	V54.16	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER LEG	V5416	S92355D	10000
ICD9	989.83	TOXIC EFFECT OF SILICONE	98983	T65894A	10000
ICD9	E818.6	OTHER NONCOLLISION MOTOR VEHICLE TRAFFIC ACCIDENT INJURING PEDAL CYCLIST	E8186	V189XXA	10000
ICD9	995.29	Unspecified adverse effect of other drug, medicinal and biological substance	99529	T447X5A	10000
ICD9	806.5	OPEN FRACTURE OF LUMBAR SPINE WITH SPINAL CORD INJURY	8065	S34102A	10131
ICD9	982.3	TOXIC EFFECT OF OTHER CHLORINATED HYDROCARBON SOLVENTS	9823	T5393XA	10000
ICD9	913.6	SUPERFICIAL FOREIGN BODY (SPLINTER) OF ELBOW, FOREARM, AND WRIST, WITHOUT MAJOR OPEN WOUND AND WITHOUT MENTION OF INFECTION	9136	S60859A	10000
ICD9	824.5	BIMALLEOLAR FRACTURE, OPEN	8245	S82846B	10000
ICD9	943.19	ERYTHEMA DUE TO BURN [FIRST DEGREE] OF MULTIPLE SITES OF UPPER LIMB, EXCEPT WRIST AND HAND	94319	T22599A	10000
ICD9	796.5	ABNORMAL FINDING ON ANTENATAL SCREENING	7965	O289	10000
ICD9	964.8	POISONING BY OTHER SPECIFIED AGENTS AFFECTING BLOOD CONSTITUENTS	9648	T458X4A	10000
ICD9	142.2	MALIGNANT NEOPLASM OF SUBLINGUAL GLAND	1422	C081	00000
ICD9	V54.12	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER ARM	V5412	S52123D	10000
ICD9	624.5	HEMATOMA OF VULVA	6245	N9089	10000
ICD9	362.36	VENOUS TRIBUTARY (BRANCH) OCCLUSION OF RETINA	36236	H348330	10000
ICD9	362.71	RETINAL DYSTROPHY IN SYSTEMIC OR CEREBRORETINAL LIPIDOSES	36271	H36	10000
ICD9	816.02	CLOSED FRACTURE OF DISTAL PHALANX OR PHALANGES OF HAND	81602	S62526A	10000
ICD9	980.2	TOXIC EFFECT OF ISOPROPYL ALCOHOL	9802	T512X2A	10000
ICD9	952.04	C(1)-C(4) LEVEL WITH OTHER SPECIFIED SPINAL CORD INJURY	95204	S14153A	10000
ICD9	806.4	CLOSED FRACTURE OF LUMBAR SPINE WITH SPINAL CORD INJURY	8064	S34115A	10161
ICD9	V48.3	MECHANICAL AND MOTOR PROBLEMS WITH NECK AND TRUNK	V483	R6889	10000
ICD9	084.4	OTHER MALARIA	0844	B531	10000
ICD9	582.8	CHRONIC GLOMERULONEPHRITIS WITH OTHER SPECIFIED PATHOLOGICAL LESION IN KIDNEY	58289	N038	10000
ICD9	912.9	OTHER AND UNSPECIFIED SUPERFICIAL INJURY OF SHOULDER AND UPPER ARM, INFECTED	9129	S40919A	10111
ICD9	996.74	OTHER COMPLICATIONS DUE TO OTHER VASCULAR DEVICE, IMPLANT, AND GRAFT	99674	T82868A	10000
ICD9	614.2	SALPINGITIS AND OOPHORITIS NOT SPECIFIED AS ACUTE, SUBACUTE, OR CHRONIC	6142	N7091	10000
ICD9	996.09	OTHER MECHANICAL COMPLICATION OF CARDIAC DEVICE, IMPLANT, AND GRAFT	99609	T82221A	10000
ICD9	V54.19	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF OTHER BONE	V5419	S020XXD	10000
ICD9	805.11	Open fracture of first cervical vertebra, without mention of spinal cord injury	80511	S12001B	10000
ICD9	989.84	TOXIC EFFECT OF TOBACCO	98984	T65212A	10000
ICD9	653.11	Generally contracted pelvis in pregnancy, labor, and delivery, delivered, with or without mention of antepartum condition	65311	O331	10000
ICD9	E948.4	TETANUS VACCINE CAUSING ADVERSE EFFECTS IN THERAPEUTIC USE	E9484	NoDx	11000
ICD9	823.00	CLOSED FRACTURE OF UPPER END OF TIBIA	82300	S82109A	10000
ICD9	242.8	THYROTOXICOSIS OF OTHER SPECIFIED ORIGIN	24280	E0540	10000
ICD9	966.0	POISONING BY OXAZOLIDINE DERIVATIVES	9660	T422X4A	10000
ICD9	794	NONSPECIFIC ABNORMAL RESULTS OF FUNCTION STUDIES	79400	R9409	10000
ICD9	V54.12	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER ARM	V5412	S52243D	10000
ICD9	642.30	Transient hypertension of pregnancy, unspecified as to episode of care or not applicable	64230	O139	10000
ICD9	724.6	DISORDERS OF SACRUM	7246	M4327	10000
ICD9	581.1	NEPHROTIC SYNDROME WITH LESION OF MEMBRANOUS GLOMERULONEPHRITIS	5811	N022	10000
ICD9	716.24	ALLERGIC ARTHRITIS INVOLVING HAND	71624	M13849	10000
ICD9	434.1	CEREBRAL EMBOLISM	43410	I6609	10000
ICD9	965.7	POISONING BY OTHER NON-NARCOTIC ANALGESICS	9657	T398X2A	10000
ICD9	574.1	CALCULUS OF GALLBLADDER WITH OTHER CHOLECYSTITIS	57410	K8018	10000
ICD9	530.7	GASTROESOPHAGEAL LACERATION-HEMORRHAGE SYNDROME	5307	K226	00000
ICD9	379.42	MIOSIS (PERSISTENT), NOT DUE TO MIOTICS	37942	H5703	00000
ICD9	368.40	VISUAL FIELD DEFECT, UNSPECIFIED	36840	H5340	00000
ICD9	923.2	CONTUSION OF WRIST AND HAND(S), EXCEPT FINGER(S) ALONE	92320	S60229A	10000
ICD9	806.8	CLOSED FRACTURE OF UNSPECIFIED VERTEBRA WITH SPINAL CORD INJURY	8068	S34139A	10141
ICD9	719.00	EFFUSION OF JOINT, SITE UNSPECIFIED	71900	M2540	10000
ICD9	801.09	CLOSED FRACTURE OF BASE OF SKULL WITHOUT MENTION OF INTRACRANIAL INJURY, WITH CONCUSSION, UNSPECIFIED	80109	S02109A	10000
ICD9	V54.16	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER LEG	V5416	S92035D	10000
ICD9	510	EMPYEMA	5100	J860	10000
ICD9	989.3	TOXIC EFFECT OF ORGANOPHOSPHATE AND CARBAMATE	9893	T600X2A	10000
ICD9	250.22	Diabetes mellitus with hyperosmolarity, type II or unspecified type, uncontrolled	25022	E1165	10112
ICD9	032.1	NASOPHARYNGEAL DIPHTHERIA	0321	A361	00000
ICD9	763.0	BREECH DELIVERY AND EXTRACTION AFFECTING FETUS OR NEWBORN	7630	P030	00000
ICD9	985.5	TOXIC EFFECT OF CADMIUM AND ITS COMPOUNDS	9855	T563X2A	10000
ICD9	923.3	CONTUSION OF FINGER	9233	S60019A	10000
ICD9	202.42	LEUKEMIC RETICULOENDOTHELIOSIS INVOLVING INTRATHORACIC LYMPH NODES	20242	C9140	10000
ICD9	052.7	CHICKENPOX WITH OTHER SPECIFIED COMPLICATIONS	0527	B0189	10000
ICD9	E944.2	CARBONIC ACID ANHYDRASE INHIBITORS CAUSING ADVERSE EFFECTS IN THERAPEUTIC USE	E9442	NoDx	11000
ICD9	E929.8	LATE EFFECTS OF OTHER ACCIDENTS	E9298	X503XXS	10000
ICD9	V54.12	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER ARM	V5412	S52321D	10000
ICD9	741.00	Spina Bifida with Hydrocephalus, Unspecified Region	74100	Q0703	10000
ICD9	742.59	OTHER SPECIFIED CONGENITAL ANOMALIES OF SPINAL CORD	74259	Q068	10000
ICD9	656.51	Poor fetal growth affecting management of mother, delivered, with or without mention of antepartum condition	65651	O365910	10000
ICD9	851.35	CORTEX (CEREBRAL) LACERATION WITH OPEN INTRACRANIAL WOUND, WITH PROLONGED [MORE THAN 24 HOURS] LOSS OF CONSCIOUSNESS, WITHOUT RETURN TO PRE-EXISTING CONSCIOUS LEVEL	85135	S06338A	10111
ICD9	730.87	Other Infections Involving Bone in Diseases Classified Elsewhere, Ankle and Foot	73087	M90879	10000
ICD9	215.4	OTHER BENIGN NEOPLASM OF CONNECTIVE AND OTHER SOFT TISSUE OF THORAX	2154	D213	00000
ICD9	331.5	Idiopathic normal pressure hydrocephalus (INPH)	3315	G912	00000
ICD9	141.3	MALIGNANT NEOPLASM OF VENTRAL SURFACE OF TONGUE	1413	C022	00000
ICD9	440.32	Atherosclerosis of Nonautologous Biological Bypass Graft of the Extremities	44032	I70599	10000
ICD9	233.9	CARCINOMA IN SITU OF OTHER AND UNSPECIFIED URINARY ORGANS	2339	D0919	10000
ICD9	695.12	Erythema multiforme major	69512	L518	10000
ICD9	944.33	FULL-THICKNESS SKIN LOSS DUE TO BURN [THIRD DEGREE NOS] OF TWO OR MORE DIGITS OF HAND, NOT INCLUDING THUMB	94433	T23739A	10000
ICD9	973.1	POISONING BY IRRITANT CATHARTICS	9731	T472X3A	10000
ICD9	941.03	BURN OF UNSPECIFIED DEGREE OF LIP(S)	94103	T2042XA	10000
ICD9	209.10	Malignant carcinoid tumor of the large intestine, unspecified portion	20910	C7A029	00000
ICD9	438.12	DYSPHASIA AS LATE EFFECT OF CEREBROVASCULAR DISEASE	43812	I69921	10000
ICD9	209.23	Malignant carcinoid tumor of the stomach	20923	C7A092	00000
ICD9	362.74	PIGMENTARY RETINAL DYSTROPHY	36274	H3552	00000
ICD9	692.7	CONTACT DERMATITIS AND OTHER ECZEMA DUE TO SOLAR RADIATION	69270	L578	10000
ICD9	998.12	HEMATOMA COMPLICATING A PROCEDURE	99812	H59333	10000
ICD9	569.89	OTHER SPECIFIED DISORDERS OF INTESTINES	56989	K634	10000
ICD9	762.6	OTHER AND UNSPECIFIED CONDITIONS OF UMBILICAL CORD AFFECTING FETUS OR NEWBORN	7626	P0269	10000
ICD9	V54.19	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF OTHER BONE	V5419	S42026D	10000
ICD9	E919.4	ACCIDENTS CAUSED BY WOODWORKING AND FORMING MACHINES	E9194	W312XXA	10000
ICD9	619.9	UNSPECIFIED FISTULA INVOLVING FEMALE GENITAL TRACT	6199	N829	00000
ICD9	E951.8	SUICIDE AND SELF-INFLICTED POISONING BY OTHER UTILITY GAS	E9518	NoDx	11000
ICD9	V54.12	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER ARM	V5412	S59229D	10000
ICD9	250.4	DIABETES WITH RENAL MANIFESTATIONS	25040	E1129	10000
ICD9	994.7	ASPHYXIATION AND STRANGULATION	9947	T71123A	10000
ICD9	E929.0	LATE EFFECTS OF MOTOR VEHICLE ACCIDENT	E9290	V893XXS	10000
ICD9	292.85	Drug induced sleep disorders	29285	F19182	10000
ICD9	146.1	MALIGNANT NEOPLASM OF TONSILLAR FOSSA	1461	C090	00000
ICD9	V65.3	DIETARY SURVEILLANCE AND COUNSELING	V653	Z713	00000
ICD9	754.40	GENU RECURVATUM	75440	Q682	10000
ICD9	380.03	Chondritis of pinna	38003	H61039	10000
ICD9	V54.12	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER ARM	V5412	S52699D	10000
ICD9	V90.89	Other Specified Retained Foreign Body	V9089	Z1889	00000
ICD9	813.93	FRACTURE OF UNSPECIFIED PART OF RADIUS WITH ULNA, OPEN	81393	S5290XC	10000
ICD9	304.40	AMPHETAMINE AND OTHER PSYCHOSTIMULANT DEPENDENCE, UNSPECIFIED USE	30440	F1520	10000
ICD9	873.9	OTHER AND UNSPECIFIED OPEN WOUND OF HEAD, COMPLICATED	8739	S0192XA	10000
ICD9	676.20	Engorgement of breasts associated with childbirth, unspecified as to episode of care or not applicable	67620	O9229	10000
ICD9	987.2	TOXIC EFFECT OF NITROGEN OXIDES	9872	T590X2A	10000
ICD9	379.24	OTHER VITREOUS OPACITIES	37924	H43399	10000
ICD9	807.10	OPEN FRACTURE OF RIB(S), UNSPECIFIED	80710	S2239XB	10000
ICD9	635.12	LEGALLY INDUCED ABORTION, COMPLETE, COMPLICATED BY DELAYED OR EXCESSIVE HEMORRHAGE	63512	O046	10000
ICD9	V54.12	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER ARM	V5412	S52312D	10000
ICD9	733.81	MALUNION OF FRACTURE	73381	S92909P	10000
ICD9	200.67	Anaplastic large cell lymphoma involving spleen	20067	C8467	10000
ICD9	804.66	OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH CEREBRAL LACERATION AND CONTUSION, WITH LOSS OF CONSCIOUSNESS OF UNSPECIFIED DURATION	80466	S0291XB	10111
ICD9	959.2	OTHER AND UNSPECIFIED INJURY TO SHOULDER AND UPPER ARM	9592	S4980XA	10000
ICD9	943.11	ERYTHEMA DUE TO BURN [FIRST DEGREE] OF FOREARM	94311	T22519A	10000
ICD9	354.0	CARPAL TUNNEL SYNDROME	3540	G5600	10000
ICD9	755.62	COXA VARA, CONGENITAL	75562	Q6582	00000
ICD9	V54.12	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER ARM	V5412	S59141D	10000
ICD9	339.44	Other complicated headache syndrome	33944	G4459	00000
ICD9	989.84	TOXIC EFFECT OF TOBACCO	98984	T65221A	10000
ICD9	755.21	TRANSVERSE DEFICIENCY OF UPPER LIMB	75521	Q7100	10000
ICD9	V80.3	SCREENING FOR EAR DISEASES	V803	Z135	10000
ICD9	V09	INFECTION WITH DRUG-RESISTANT MICROORGANISMS	V090	Z1611	00000
ICD9	993.1	BAROTRAUMA, SINUS	9931	T701XXA	10000
ICD9	724.6	DISORDERS OF SACRUM	7246	M533	10000
ICD9	504	PNEUMONOPATHY DUE TO INHALATION OF OTHER DUST	504	J668	10000
ICD9	964	POISONING BY AGENTS PRIMARILY AFFECTING BLOOD CONSTITUENTS	9640	T454X4A	10000
ICD9	813.02	FRACTURE OF CORONOID PROCESS OF ULNA, CLOSED	81302	S52043A	10000
ICD9	371.23	BULLOUS KERATOPATHY	37123	H1813	10000
ICD9	935.1	FOREIGN BODY IN ESOPHAGUS	9351	T18128A	10000
ICD9	E979.6	TERRORISM INVOLVING BIOLOGICAL WEAPONS	E9796	Y386X2A	10000
ICD9	V72.19	Other examination of ears and hearing	V7219	Z0110	10000
ICD9	598.9	URETHRAL STRICTURE, UNSPECIFIED	5989	N359	00000
ICD9	478.5	OTHER DISEASES OF VOCAL CORDS	4785	J383	10000
ICD9	808.2	CLOSED FRACTURE OF PUBIS	8082	S32501A	10000
ICD9	942.15	ERYTHEMA DUE TO BURN [FIRST DEGREE] OF GENITALIA	94215	T2116XA	10000
ICD9	968.3	POISONING BY INTRAVENOUS ANESTHETICS	9683	T411X4A	10000
ICD9	792.0	NONSPECIFIC ABNORMAL FINDINGS IN CEREBROSPINAL FLUID	7920	R839	10000
ICD9	201.4	HODGKIN'S DISEASE, LYMPHOCYTIC-HISTIOCYTIC PREDOMINANCE	20140	C8149	10000
ICD9	806.14	OPEN FRACTURE OF C(1)-C(4) LEVEL WITH OTHER SPECIFIED SPINAL CORD INJURY	80614	S12100B	10122
ICD9	E968	ASSAULT BY OTHER AND UNSPECIFIED MEANS	E9680	X97XXXA	10000
ICD9	456.1	ESOPHAGEAL VARICES WITHOUT MENTION OF BLEEDING	4561	I8500	00000
ICD9	362.82	RETINAL EXUDATES AND DEPOSITS	36282	H3589	10000
ICD9	969.3	POISONING BY OTHER ANTIPSYCHOTICS, NEUROLEPTICS, AND MAJOR TRANQUILIZERS	9693	T43591A	10000
ICD9	341.9	DEMYELINATING DISEASE OF CENTRAL NERVOUS SYSTEM, UNSPECIFIED	3419	G379	10000
ICD9	711.9	UNSPECIFIED INFECTIVE ARTHRITIS	71190	M01X0	10000
ICD9	173.5	Other and Unspecified Malignant Neoplasm of Skin of Trunk, Except Scrotum	17350	C44501	10000
ICD9	365.11	PRIMARY OPEN ANGLE GLAUCOMA	36511	H401110	10000
ICD9	838.14	OPEN DISLOCATION OF METATARSAL (BONE), JOINT UNSPECIFIED	83814	S91309A	10112
ICD9	952.0	CERVICAL SPINAL CORD INJURY WITHOUT EVIDENCE OF SPINAL BONE INJURY	95200	S14103A	10000
ICD9	V54.19	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF OTHER BONE	V5419	S42015D	10000
ICD9	360.61	FOREIGN BODY IN ANTERIOR CHAMBER	36061	H44719	10000
ICD9	372.73	CONJUNCTIVAL EDEMA	37273	H11429	10000
ICD9	E893.1	ACCIDENT CAUSED BY IGNITION OF CLOTHING FROM CONTROLLED FIRE IN OTHER BUILDING OR STRUCTURE	E8931	X020XXA	10000
ICD9	054.1	GENITAL HERPES	05410	A609	10000
ICD9	151.0	MALIGNANT NEOPLASM OF CARDIA	1510	C160	00000
ICD9	323.61	Infectious acute disseminated encephalomyelitis (ADEM)	32361	G0400	10000
ICD9	965.69	Poisoning by other antirheumatics	96569	T394X4A	10000
ICD9	V54.19	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF OTHER BONE	V5419	S2241XD	10000
ICD9	377.30	OPTIC NEURITIS, UNSPECIFIED	37730	H469	00000
ICD9	296.06	Bipolar I disorder, single manic episode, in full remission	29606	F304	10000
ICD9	595.9	CYSTITIS, UNSPECIFIED	5959	N3090	10000
ICD9	444.01	Saddle Embolus of Abdominal Aorta	44401	I7401	00000
ICD9	767.1	INJURIES TO SCALP DUE TO BIRTH TRAUMA	76719	P120	10000
ICD9	853.05	OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE FOLLOWING INJURY, WITHOUT MENTION OF OPEN INTRACRANIAL WOUND, WITH PROLONGED [MORE THAN 24 HOURS] LOSS OF CONSCIOUSNESS, WITHOUT RETURN TO PRE-EXISTING CONSCIOUS LEVEL	85305	S06367A	10000
ICD9	711.67	ARTHROPATHY INVOLVING ANKLE AND FOOT ASSOCIATED WITH MYCOSES	71167	M01X79	10000
ICD9	715.30	OSTEOARTHROSIS, LOCALIZED, NOT SPECIFIED WHETHER PRIMARY OR SECONDARY, INVOLVING UNSPECIFIED SITE	71530	M1990	10000
ICD9	V54.17	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF VERTEBRAE	V5417	S22019D	10000
ICD9	997.9	COMPLICATIONS AFFECTING OTHER SPECIFIED BODY SYSTEMS, NOT ELSEWHERE CLASSIFIED	99799	H59099	10000
ICD9	597.8	OTHER URETHRITIS	59780	N342	10000
ICD9	352.5	DISORDERS OF HYPOGLOSSAL [12TH] NERVE	3525	G523	00000
ICD9	644.2	EARLY ONSET OF DELIVERY	64420	O6010X0	10000
ICD9	911.2	BLISTER OF TRUNK, WITHOUT MENTION OF INFECTION	9112	S30825A	10000
ICD9	V64.08	Vaccination not carried out because patient had disease being vaccinated against	V6408	Z2881	00000
ICD9	780.6	Fever and other physiologic disturbances of temperature regulation	78060	R502	10000
ICD9	157.1	MALIGNANT NEOPLASM OF BODY OF PANCREAS	1571	C251	00000
ICD9	780.64	Chills (without fever)	78064	R6883	00000
ICD9	173.61	Basal Cell Carcinoma of Skin of Upper Limb, Including Shoulder	17361	C44611	10000
